,...1,Species,Colony,Site,Temp,File,DATE,TIME,PAR,Depth(m),T(C),Battery_V,Dark_Fo,Fm,Fv,fv_fm,Sigma,p,Alp1,Tau1,Alp2,Tau2,Alp3,Tau3,Alp4,Tau4,TauAv1,TauAv2,GAIN,Light_Fo,Fm.1,Fv.1,Fv_Fm.1,Sigma.1,p.1,Alp1.1,Tau1.1,Alp2.1,Tau2.1,Alp3.1,Tau3.1,Alp4.1,Tau4.1,TauAv1.1,TauAv2.1,Pmax.e.s
84,90,Porites,17,Samara,34,20260212.09,02/12/2026,77757,467.9,-0.2,27.2,15.08,271.2,462.1,191,0.413,341.6,0.19,0.55,366,0.22,2828,0.23,102143,--------,-------,1070,24598,200,433.1,477.8,44.8,0.094,196.6,0,0.217,577,0.765,13382,0.018,13396,--------,-------,10552,10603,94.8
85,91,Pocillopora,8,Samara,24,20260213,2/13/2026,42911,549.9,-0.2,26.7,15.12,53.1,84.5,31.4,0.372,207.1,0.36,0.42,309,0.36,2191,0.21,204460,--------,-------,1178,44628,800,90.7,96.9,6.2,0.064,152.2,0.04,0.165,928,0.823,15054,0.012,15099,--------,-------,12690,12718,78.8
86,92,Porites,20,Samara,24,20260213,2/13/2026,42955,443,-0.3,26.7,15.1,160.7,256.3,95.5,0.373,237.2,0.27,0.53,452,0.24,3110,0.23,148036,--------,-------,1272,35158,500,274.4,291.8,17.4,0.06,145.6,0.07,0.166,354,0.82,21168,0.014,31085,--------,-------,17655,17841,56.6
87,93,Porites,19,Samara,24,20260213,2/13/2026,42990,422.5,-0.3,26.7,15.08,123.1,197.3,74.3,0.376,238.4,0.28,0.45,413,0.35,3673,0.21,110899,--------,-------,1839,24277,500,201,213.2,12.3,0.057,188.9,0,0.129,592,0.841,18568,0.03,33051,--------,-------,16179,16693,61.8
88,94,Pocillopora,10,Samara,24,20260213,2/13/2026,43031,446.3,-0.3,26.7,15.05,100.1,167.5,67.4,0.402,211.8,0.35,0.47,431,0.3,2641,0.23,162328,--------,-------,1300,37539,700,171,182.9,11.9,0.065,155.9,0.08,0.163,694,0.822,17999,0.015,18068,--------,-------,15137,15181,66.1
89,95,Porites,18,Samara,24,20260213.01,2/13/2026,43063,431.6,-0.2,26.7,15.04,171.8,295.6,123.7,0.419,240.5,0.27,0.51,416,0.29,3130,0.2,140257,--------,-------,1412,28783,400,291.2,313.9,22.6,0.072,159.7,0.2,0.199,497,0.02,20234,0.782,20256,--------,-------,16252,16330,61.5
90,96,Pocillopora,9,Samara,24,20260213.01,2/13/2026,43098,352.5,-0.3,26.6,15.02,107.6,184.7,77,0.417,226.6,0.34,0.47,438,0.31,2891,0.22,143901,--------,-------,1400,32819,600,180.1,194.7,14.6,0.075,156.5,0.31,0.134,872,0.855,20445,0.012,22355,--------,-------,17796,17849,56.2
91,97,Pocillopora,8,Samara,26,20260213.01,2/13/2026,47105,491.4,-0.3,23.8,15.03,80.9,132.4,51.6,0.389,209.7,0.36,0.44,284,0.34,2102,0.22,121668,--------,-------,1076,27127,700,132.9,142.4,9.5,0.066,162.3,0.19,0.151,554,0.018,17676,0.831,17698,--------,-------,15062,15109,66.4
92,98,Pocillopora,9,Samara,26,20260213.01,2/13/2026,47138,475.3,-0.3,23.8,15.01,62.1,99.2,37.1,0.374,215.4,0.37,0.55,476,0.28,5548,0.17,1144903,--------,-------,2184,200396,900,95.7,103.2,7.5,0.073,151.7,0.14,0.178,670,0.811,16458,0.011,16481,--------,-------,13612,13643,73.5
93,99,Pocillopora,10,Samara,26,20260213.01,2/13/2026,47171,557.8,-0.3,23.8,14.99,29.9,47,17.1,0.364,207,0.43,0.59,588,0.22,7736,0.2,397548,--------,-------,2517,80256,1300,48.5,51.9,3.4,0.066,162.8,0.25,0.208,291,0.777,20703,0.016,24063,--------,-------,16398,16519,61
94,100,Porites,18,Samara,26,20260213.01,2/13/2026,47206,482.5,-0.3,23.8,14.98,149.5,250.7,101.2,0.404,236.9,0.28,0.5,386,0.29,2843,0.21,116653,--------,-------,1293,25908,500,240.4,260.1,19.6,0.076,158.7,0.04,0.244,439,0.016,17034,0.741,17049,--------,-------,12935,12999,77.3
95,101,Porites,19,Samara,26,20260213.01,2/13/2026,47244,548.4,-0.3,23.8,14.97,97.5,156,58.5,0.375,205.4,0.33,0.51,435,0.27,3939,0.23,150597,--------,-------,1648,35540,700,143.6,154.3,10.7,0.07,154.7,0.27,0.184,491,0.8,20436,0.016,21027,--------,-------,16713,16782,59.8
96,102,Porites,20,Samara,26,20260213.01,2/13/2026,47280,392.1,-0.3,23.8,14.96,192.7,316.5,123.8,0.391,246.5,0.24,0.57,432,0.19,3255,0.23,139973,--------,-------,1145,33575,400,280.7,305.4,24.8,0.081,157.7,0.15,0.213,401,0.765,17877,0.022,17909,--------,-------,14078,14162,71
97,103,Pocillopora,8,Samara,28,20260213.01,2/13/2026,50477,479,-0.3,23.9,14.96,50.9,82.4,31.5,0.383,231,0.32,0.52,390,0.29,2745,0.19,161312,--------,-------,1234,32326,900,75.3,80.7,5.4,0.067,180.5,0,0.136,909,0.841,14868,0.023,23166,--------,-------,12931,13168,77.3
98,104,Pocillopora,9,Samara,28,20260213.01,2/13/2026,50529,372.1,-0.3,23.9,14.94,127,220.8,93.8,0.425,237.5,0.32,0.6,495,0.2,3840,0.21,144076,--------,-------,1319,30912,500,204.1,223.5,19.4,0.087,163.5,0.18,0.187,591,0.015,15967,0.799,15971,--------,-------,13057,13100,76.6
99,105,Pocillopora,10,Samara,28,20260213.02,2/13/2026,50573,786.1,-0.3,23.9,14.92,38.1,60.9,22.7,0.373,195.5,0.46,0.5,367,0.26,2764,0.24,196769,--------,-------,1191,48817,1100,62.7,66.7,4.1,0.061,138.4,0.19,0.154,382,0.832,17631,0.014,18330,--------,-------,14939,14988,66.9
100,106,Porites,18,Samara,28,20260213.02,2/13/2026,50611,550.3,-0.3,24,14.92,192.9,329.6,136.7,0.415,262.6,0.29,0.48,381,0.31,2727,0.21,121474,--------,-------,1292,26701,300,316.3,342.8,26.5,0.077,168.3,0,0.169,497,0.816,14986,0.015,15115,--------,-------,12506,12546,80
101,107,Porites,19,Samara,28,20260213.02,2/13/2026,50661,663,-0.3,24,14.9,75.1,116.8,41.7,0.357,202.2,0.37,0.44,381,0.32,3569,0.24,150542,--------,-------,1723,36916,800,88.7,95.1,6.4,0.068,153.1,0.18,0.189,458,0.794,18024,0.017,18049,--------,-------,14645,14704,68.3
102,108,Porites,20,Samara,28,20260213.02,2/13/2026,50701,497.8,-0.3,24,14.89,126.1,206.3,80.2,0.389,228.8,0.28,0.55,364,0.22,2617,0.23,144704,--------,-------,999,33937,600,210.9,230.1,19.2,0.083,149.5,0.11,0.19,413,0.789,19499,0.021,19537,--------,-------,15798,15876,63.3
103,109,Pocillopora,10,Samara,30,20260213.02,2/13/2026,53959,373.7,-0.3,24.7,14.89,179.9,312.4,132.5,0.424,257.5,0.3,0.57,426,0.23,3022,0.2,143022,--------,-------,1172,28950,300,283.3,309.6,26.3,0.085,186.7,0.25,0.196,696,0.013,16632,0.791,16669,--------,-------,13497,13537,74.1
104,110,Pocillopora,9,Samara,30,20260213.02,2/13/2026,54016,337,-0.3,24.8,14.84,152.8,265.3,112.6,0.424,258.6,0.26,0.58,413,0.23,3727,0.19,148742,--------,-------,1365,28954,500,240.1,264.8,24.7,0.093,177,0.2,0.229,702,0.015,15820,0.756,15820,--------,-------,12302,12354,81.3
105,111,Pocillopora,8,Samara,30,20260213.02,2/13/2026,54059,541.4,-0.3,24.8,14.85,112.7,183.6,70.9,0.386,222.7,0.31,0.47,377,0.29,2228,0.24,176009,--------,-------,1087,42319,600,184.6,196.7,12,0.061,171.1,0,0.155,483,0.016,13949,0.83,13968,--------,-------,11847,11879,84.4
106,112,Porites,18,Samara,30,20260213.02,2/13/2026,54099,414.5,-0.3,24.8,14.84,190.5,321.9,131.4,0.408,277.8,0.26,0.55,385,0.22,2671,0.23,110873,--------,-------,1042,26175,400,295.7,327.5,31.8,0.097,182.5,0.17,0.235,511,0.739,16299,0.027,16301,--------,-------,12490,12592,80.1
107,113,Porites,19,Samara,30,20260213.02,2/13/2026,54149,409.3,-0.3,24.8,14.84,203.2,340.9,137.7,0.404,274.5,0.23,0.47,266,0.31,2024,0.22,90901,--------,-------,959,20493,300,313.1,343.5,30.4,0.088,181.3,0.26,0.2,511,0.786,16511,0.014,16547,--------,-------,13262,13308,75.4
108,114,Porites,20,Samara,30,20260213.02,2/13/2026,54192,443.7,-0.3,24.9,14.83,178.2,294.5,116.3,0.395,251.4,0.26,0.52,338,0.25,2717,0.23,127797,--------,-------,1110,30005,400,294.9,322.4,27.4,0.085,174.4,0.07,0.2,464,0.025,17649,0.775,17653,--------,-------,14129,14217,70.8
109,115,Pocillopora,9,Samara,32,20260213.03,2/13/2026,57523,430.3,-0.3,26,14.86,113.6,191.5,77.8,0.407,251.4,0.3,0.52,283,0.28,1816,0.2,133467,--------,-------,815,27233,500,166.8,182.5,15.7,0.086,185.9,0.29,0.209,725,0.015,16597,0.777,16686,--------,-------,13304,13352,75.2
110,116,Pocillopora,10,Samara,32,20260213.03,2/13/2026,57556,380.6,-0.3,26,14.85,161.1,276,114.8,0.416,257.7,0.31,0.58,366,0.2,2264,0.21,133450,--------,-------,860,29342,400,244.2,269.9,25.6,0.095,172.4,0.21,0.241,613,0.012,14653,0.747,14672,--------,-------,11246,11286,88.9
111,117,Pocillopora,8,Samara,32,20260213.03,2/13/2026,57592,454.8,-0.3,26,14.83,128.9,210.6,81.8,0.388,251.4,0.28,0.53,374,0.24,2315,0.23,157960,--------,-------,972,36719,500,199.4,216.2,16.7,0.077,169.9,0.13,0.185,931,0.011,13150,0.803,13277,--------,-------,10962,10987,91.2
112,118,Porites,18,Samara,32,20260213.03,2/13/2026,57626,554.1,-0.3,26,14.81,133.3,224.4,91.1,0.406,258,0.25,0.52,332,0.26,2048,0.23,124596,--------,-------,897,28742,500,200.1,223.6,23.5,0.105,177.8,0.14,0.274,557,0.711,13602,0.015,13613,--------,-------,9969,10023,100.3
113,119,Porites,19,Samara,32,20260213.03,2/13/2026,57658,539.7,-0.3,26,14.82,130.1,213,82.9,0.389,242.2,0.22,0.43,329,0.32,2548,0.25,76699,--------,-------,1273,19894,500,195.4,212,16.6,0.078,177.4,0.19,0.17,408,0.817,14468,0.014,14475,--------,-------,12051,12084,83
114,120,Porites,20,Samara,32,20260213.03,2/13/2026,57706,482.7,-0.3,26.1,14.81,131.3,218,86.7,0.398,269.9,0.22,0.56,348,0.22,2375,0.22,141431,--------,-------,922,31874,500,216.7,239.5,22.8,0.095,171.6,0.11,0.236,487,0.748,16084,0.016,16087,--------,-------,12343,12403,81
115,121,Pocillopora,10,Samara,34,20260213.03,2/13/2026,61138,403.6,-0.3,26.6,14.81,109.6,172.7,63.1,0.366,273.3,0.31,0.61,420,0.17,3671,0.22,187405,--------,-------,1133,42241,500,145.8,160.7,14.9,0.093,173.8,0.05,0.313,604,0.014,12891,0.673,12926,--------,-------,9018,9073,110.9
116,122,Pocillopora,8,Samara,34,20260213.03,2/13/2026,61185,569.1,-0.3,26.6,14.79,59.6,91.9,32.3,0.351,218.4,0.35,0.62,530,0.15,16582,0.23,1144903,--------,-------,3712,269282,900,83.6,90.5,6.9,0.076,173.8,0.36,0.27,613,0.718,14444,0.012,14523,--------,-------,10661,10707,93.8
117,123,Pocillopora,9,Samara,34,20260213.03,2/13/2026,61228,442.7,-0.3,26.6,14.77,124.5,205.2,80.7,0.393,257.1,0.29,0.53,411,0.21,2318,0.26,168409,--------,-------,946,44187,600,185.1,203.9,18.8,0.092,177.5,0.05,0.263,553,0.013,11511,0.724,11574,--------,-------,8634,8672,115.8
